word	phonetic	meaning_cn	category	bnc_rank	frq_rank	wordfreq_zipf	exchange_info	data_quality	example_sentence
resulted	riˈzʌltid	v. 发生( result的过去式和过去分词 ) / 导致 / 随着发生 / 结果发生	v.	0	0		0:result/1:pd	ecdict_complete	
portrait	'pɒ:treit	n. 肖像, 人像, 半身像, 描写, 竖排格式\n[计] 纵向	n.	3054	2655		s:portraits	ecdict_complete	
terrorist	'terәrist	n. 恐怖分子\n[法] 恐怖份子, 恐怖主义	n.	4396	2841		s:terrorists	ecdict_complete	
ethical	'eθikәl	a. 伦理的, 民族的, 民族特有的\n[医] 伦理的, 道德的	a.	5465	3454			ecdict_complete	
carriers	'kærɪəz	n. （自身不受感染而传播疾病的）带菌者( carrier的复数形式 ) / （尤指经营空运的）运输公司 / 搬运人 / 军输车	n.	0	0		0:carrier/1:s	ecdict_complete	
mobility	mәu'biliti	n. 可动性, 流动性, 机动性\n[化] 迁移率	n.	4407	5701		s:mobilities	ecdict_complete	
floral	'flɒ:rәl	a. 花似的, 花的, 植物的	a.	9758	8357		s:florals	ecdict_complete	
struggle	'strʌgl	n. 斗争, 努力, 奋斗\nvi. 努力, 奋斗, 挣扎	n.	2047	1669		i:struggling/p:struggled/s:struggles/d:struggled/3:struggles	ecdict_complete	
schemes	ski:mz	n. 计划( scheme的名词复数 ) / 体系 / 阴谋\nv. 策划, 图谋( scheme的第三人称单数 ) / 设计, 计划 / 设计, 制定计划	n.	0	0		1:s3/0:scheme	ecdict_complete	
suffering	'sʌfәriŋ	n. 苦难, 受苦	n.	4466	3933		0:suffer/1:i/i:suffering/s:sufferings	ecdict_complete	
neutral	'nju:trәl	n. 中立者, 中立国, 非彩色, 空档\na. 中立的, 中性的, 无色的	n.	4121	4223		s:neutrals	ecdict_complete	
fisher	'fiʃә	n. 渔夫, 食鱼动物, 渔船	n.	6716	13590		s:fishers	ecdict_complete	
rat	ræt	n. 鼠, 卑鄙的人, 破坏者, 变节者\nvi. 捕鼠, 变节\nvt. 弄蓬松	n.	3139	3558		s:rats/i:ratting/d:ratted/p:ratted/3:rats	ecdict_complete	
prospective	prәs'pektiv	a. 预期的, 将来的\n[经] 预期的, 未来的	a.	4764	5420		s:prospectives	ecdict_complete	
bedding	'bediŋ	n. 被褥, 寝具, 床上用品, 基床\n[机] 褥草, 被褥	n.	9522	11136		0:bed/1:i/i:bedding	ecdict_complete	
ultimately	'ʌltimәtli	adv. 最后, 最终\n[法] 最后, 终究, 总之	adv.	2786	1774			ecdict_complete	
joining	'dʒɔiniŋ	n. 接缝；连接；连接物	n.	21185	23390		0:join/1:i/i:joining	ecdict_complete	
heading	'hediŋ	n. 标题, 起始字, 方向\n[计] 上标题	n.	3662	9765		0:head/1:i/s:headings/i:heading	ecdict_complete	
equally	'i:kwәli	adv. 相等地, 同样地, 平等地	adv.	1432	2369			ecdict_complete	
artificial	.ɑ:ti'fiʃәl	a. 人造的, 假的, 非原地产的\n[医] 人工的, 人造的, 伟牟	a.	3499	4003		s:artificials	ecdict_complete	
bearing	'bєәriŋ	n. 举止, 轴承, 忍受, 关系, 意义, 方向, 生育\n[化] 轴承	n.	5255	6720		0:bear/1:i/s:bearings/i:bearing	ecdict_complete	
spectacular	spek'tækjulә	a. 公开展示的, 惊人的, 壮观的\nn. 奇观, 惊人之举, 展览物	a.	3644	4196		s:spectaculars	ecdict_complete	
coordination	kәu.ɒ:di'neiʃәn	n. 同等, 协调\n[计] 协调 / 进程协调	n.	9109	6072		s:coordinations	ecdict_complete	
connector	kә'nektә	n. 连结者, 联系者, 连结物\n[计] 连接口	n.	13024	12477		s:connectors	ecdict_complete	
brad	bræd	n. 角钉, 曲头钉	n.	22875	0		s:brads/i:bradding/p:bradded/3:brads/d:bradded	ecdict_complete	
combo	'kɒmbәu	n. 小型爵士乐团	n.	13542	12709		s:combos	ecdict_complete	
worlds	wɜː(r)ldz	n. 世界( world的复数形式 ) / 人世 / 世间 / 尘世	n.	0	0		0:world/1:s	ecdict_complete	
guilty	'gilti	a. 犯罪的, 有过失的, 自觉有错的, 心虚的\n[法] 有罪的, 犯罪的, 自觉有罪的	a.	2126	2061			ecdict_complete	
affiliated	ә'filieitid	a. 有关连的；附属的	a.	21278	16859		0:affiliate/1:dp/d:affiliated/p:affiliated	ecdict_complete	
activation	ækti'veiʃәn	n. 活化, 激活\n[化] 活化 / 活化作用 / 激活 / 激活作用	n.	9314	12945			ecdict_complete	
naturally	'nætʃәrәli	adv. 自然地, 以自然力, 天生地	adv.	2088	2795			ecdict_complete	
haven	'heivn	n. 港, 避难所, 安息所\nvt. 安置...于港中, 庇护, 入港	n.	6866	5699		s:havens	ecdict_complete	
tablet	'tæblit	n. 平板, 门牌, 笔记簿, 碑, 匾, 药片\n[化] 片剂	n.	4781	7864		s:tablets	ecdict_complete	
jury	'dʒuәri	n. 陪审团, 评判委员会\na. 应急的	n.	3055	1650		s:juries	ecdict_complete	
tail	teil	n. 尾部, 后部, 辫子, 随员, 特务, 燕尾服, 踪迹, 限定继承(权)\na. 在后面的, 从后面而来的, 限定继承的, 尾部的, 后部的\nvt. 为...装尾, 附于其后, 尾随, 使搭牢, 跟踪, 监视\nvi. 跟踪, 船尾搁浅	n.	2604	2985		s:tails/p:tailed/i:tailing/d:tailed/3:tails	ecdict_complete	
charm	tʃɑ:m	n. 吸引力, 魔力, 符咒\nvt. 迷住, 使陶醉, 行魔法\nvi. 用符咒, 有魅力	n.	4348	4768		s:charms/d:charmed/p:charmed/i:charming/3:charms	ecdict_complete	
lawn	lɒ:n	n. 草地, 草坪, 上等细麻布\n[机] 细筛	n.	4589	2951		s:lawns	ecdict_complete	
violent	'vaiәlәnt	a. 暴力的, 猛烈的, 激烈的, 极端的, 凶暴的	a.	2807	2158			ecdict_complete	
underwear	'ʌndәwєә	n. 内衣	n.	8792	6524			ecdict_complete	
basin	'beisn	n. 盆, 盆地\n[医] 第三脑室, 骨盆	n.	4357	6174		s:basins/3:basins	ecdict_complete	
soup	su:p	n. 汤, 马力\nvt. 加速, 增加马力	n.	4360	2997		s:soups/p:souped/i:souping/3:soups/d:souped	ecdict_complete	
potentially	pә'tenʃәli	adv. 可能地, 潜在地	adv.	3126	2831			ecdict_complete	
ranch	ræntʃ. rɑ:ntʃ	n. 大牧场\nv. 经营牧场	n.	14603	4036		s:ranches/i:ranching/p:ranched/3:ranches/d:ranched	ecdict_complete	
constraints	kən'streɪnt	n. 强制( constraint的复数形式 ) / 限制 / 约束	n.	0	0		0:constraint/1:s	ecdict_complete	
crossing	'krɒsiŋ	n. 横越, 横渡, 交叉点, 渡口\n[经] 划线	n.	4935	6302		0:cross/1:i/s:crossings/i:crossing	ecdict_complete	
inclusive	in'klu:siv	a. 包含的, 包括的	a.	11747	8272			ecdict_complete	
dimensional	dai'menʃәnәl	a. ...维的\n[化] 量纲的 / 因次的	a.	15066	18602			ecdict_complete	
cottage	'kɒtidʒ	n. 小屋, 茅舍	n.	2224	4765		s:cottages	ecdict_complete	
drunk	drʌŋk	a. 喝醉了的\ndrink的过去式	a.	4187	3701		0:drink/1:dp/d:drunk/s:drunks/r:drunker/p:drunk	ecdict_complete	
considerable	kәn'sidәrәbl	a. 相当的, 可观的, 重要的	a.	1042	2855			ecdict_complete	
resolved	ri'zɒlvd	a. 下定决心的, 断然的	a.	45127	31135		0:resolve/1:dp/d:resolved/p:resolved	ecdict_complete	
byte	bait	n. 字节, 位组\n[计] 字节	n.	10947	0		s:bytes	ecdict_complete	
toner	'tәunә	n. 调色剂\n[计] 增色剂 / 色粉	n.	26769	24767		s:toners	ecdict_complete	
nose	nәuz	n. 鼻子, 突出部分, 嗅觉\nvt. 嗅到, 探出, 用鼻子触\nvi. 闻, 嗅, 探听, 告密	n.	1887	1735		s:noses/i:nosing/p:nosed/d:nosed/3:noses	ecdict_complete	
latex	'leiteks	n. 乳液, 胶乳\n[化] 胶乳	n.	23110	13768		s:latexes	ecdict_complete	
anymore	'eni'mɔ:	adv. 再也不, 不再	adv.	11630	1693			ecdict_complete	
delhi	'deli	n. 德里（印度城市名）	n.	8248	0		s:delhi/0:delhi/1:s	ecdict_complete	
alien	'eiljәn	n. 外国人, 外侨\na. 外国的, 相异的	n.	5998	3977		s:aliens/i:aliening/p:aliened/3:aliens/d:aliened	ecdict_complete	
locator	lәu'keitә	n. 定位器, 雷达, 无线电定位器\n[计] 定位输入器	n.	0	22287		s:locators	ecdict_complete	
pantyhose	'pæntihәuz	n. 连裤袜	n.	0	22540			ecdict_complete	
broke	brәuk	a. 一文不名的\nbreak的过去式	a.	18615	10154		0:break/1:pd/d:broke/p:broke	ecdict_complete	
nepal	ni'pɒ:l	n. 尼泊尔	n.	10776	0			ecdict_complete	
zimbabwe	zim'bɑ:bwei	n. 津巴布韦	n.	7389	0			ecdict_complete	
difficulties	ˈdifikəltiz	n. 困难( difficulty的名词复数 ) / 难度 / 难事 / 麻烦	n.	0	0		0:difficulty/1:s	ecdict_complete	
complexity	kәm'pleksiti	n. 复杂, 复杂性, 复杂的事物	n.	3335	3757		s:complexities	ecdict_complete	
constantly	'kɒnstәntli	adv. 不变地, 不断地, 时常地	adv.	2628	2498			ecdict_complete	
resolve	ri'zɒlv	vi. 决定, 分解, 决心\nvt. 使分解, 解析, 解决, 消除, 决心\nn. 决定之事, 决心, 坚决	vi.	2174	2242		d:resolved/i:resolving/p:resolved/3:resolves	ecdict_complete	
barcelona	.bɑ:si'lәunә	n. 巴塞罗那	n.	6761	0			ecdict_complete	
presidential	.prezi'denʃәl	a. 总统制的, 总统的, 首长的, 统辖的\n[法] 总统的, 议长的, 总经理的	a.	3474	1615			ecdict_complete	
documentary	.dɒkju'mentәri	n. 记录片\na. 文件的	n.	5637	4222		s:documentaries	ecdict_complete	
cod	kɒd	n. 鳕, 欺骗, 愚弄\nv. 欺骗, 愚弄	n.	9869	11780		s:cods/i:codding/p:codded/3:cods/d:codded	ecdict_complete	
territories	ˈteritəriz	n. 领土( territory的名词复数 ) / （某人负责的）地区 / （个人、群体、动物等占据的）领域 / 地盘	n.	0	0		0:territory/1:s	ecdict_complete	
moscow	'mɒskau	n. 莫斯科	n.	2724	0			ecdict_complete	
thesis	'θi:sis	n. 论题, 论文	n.	3887	5974		s:theses	ecdict_complete	
thru	θru:	adv. 穿越, 从头至尾\nprep. 穿过	adv.	0	19595			ecdict_complete	
nylon	'nailɒn	n. 尼龙\n[化] 尼龙 / 聚酰胺纤维	n.	7129	8449		s:nylons	ecdict_complete	
rocky	'rɒki	a. 岩石的, 多石的, 像岩石的, 无情的, 摇动的, 摇晃的	a.	7774	5549		r:rockier	ecdict_complete	
frequent	'fri:kwәnt	a. 时常发生的, 频繁的, 快速的\nvt. 时常来访, 常常聚集, 常与...交往	a.	3109	3272		d:frequented/p:frequented/i:frequenting/3:frequents	ecdict_complete	
trim	trim	n. 整齐, 情形, 修剪\na. 整齐的\nvt. 使整齐, 整理, 修剪\nvi. 调整, 见风使舵\n[计] 库存管理检查规则程序	n.	5969	4920		d:trimmed/i:trimming/p:trimmed/s:trims/r:trimmer/3:trims	ecdict_complete	
nigeria	nai'dʒiriә	n. 尼日利亚	n.	6738	0			ecdict_complete	
ceiling	'si:liŋ	n. 天花板\n[经] 顶点, 顶线, 上限	n.	2874	2641		s:ceilings	ecdict_complete	
ensuring	inˈʃuərɪŋ	v. 确保( ensure的现在分词 ) / 担保获得[避免] / 使（某人）获得 / 使安全	v.	0	0		0:ensure/1:i	ecdict_complete	
hispanic	his'pænik	a. 西班牙的	a.	24337	3515		s:hispanics	ecdict_complete	
legislature	'ledʒisleitʃә	n. 立法机关, 议会, 立法院\n[法] 立法机构, 立法机关	n.	6289	4361		s:legislatures	ecdict_complete	
hospitality	.hɒspi'tæliti	n. 款待, 亲切, 殷勤	n.	6053	8356		s:hospitalities	ecdict_complete	
gen	dʒen	n. 消息, 真相, 情报\n[医] 基因, 遗传因子	n.	4454	24055		s:gens/d:genned/i:genning	ecdict_complete	
anybody	'enibɒdi	pron. 任何人\nn. 重要人物	pron.	1840	1380			ecdict_complete	
procurement	prә'kjuәmәnt	n. 获得\n[经] 采购	n.	12894	11565		s:procurements	ecdict_complete	
fleet	fli:t	n. 舰队, 港湾, 小河\na. 快速的, 敏捷的, 浅的, 短暂的\nadv. 浅\nvi. 疾驰, 飞逝, 掠过\nvt. 消磨, 变换船(或船员)的位置	n.	3417	4446		s:fleets/i:fleeting/p:fleeted/3:fleets/d:fleeted	ecdict_complete	
untitled	.ʌn'taitld	a. 无称号的, 无标题的, 无合法权利的	a.	25322	17258			ecdict_complete	
bunch	bʌntʃ	n. 串, 束\n[医] 骨肿块(马)	n.	4503	2658		s:bunches/d:bunched/i:bunching/p:bunched/3:bunches	ecdict_complete	
singing	'siŋiŋ	n. 歌唱, 歌声\n[计] 振鸣 / 蜂鸣	n.	6940	6489		0:sing/1:i/i:singing	ecdict_complete	
theoretical	θiә'retikәl	a. 理论的, 理论上的, 假设的, 推理的\n[计] 理论的	a.	2729	3781			ecdict_complete	
afford	ә'fɒ:d	vt. 买得起, 足以, 给予	vt.	1722	1846		d:afforded/3:affords/p:afforded/i:affording	ecdict_complete	
referral	ri'fә:rәl	n. 参照, 介绍, 被介绍人, 转诊病人	n.	5211	6506		s:referrals	ecdict_complete	
surveillance	sә:'veilәns	n. 监视, 监督\n[电] 侦测	n.	6559	4825		s:surveillances	ecdict_complete	
optimal	'ɒptimәl	a. 最佳的, 最理想的\n[化] 最优的	a.	7434	7002			ecdict_complete	
quit	kwit	vi. 离开, 辞职, 停止\nvt. 离开, 放弃, 使解除, 停止\nn. 离开\n[计] 结束, 退出	vi.	5298	2522		p:quit/0:quit/1:pd/i:quitting/d:quit/3:quits	ecdict_complete	
distinct	dis'tiŋkt	a. 清楚的, 显著的, 不同的	a.	2609	3254			ecdict_complete	
lung	lʌŋ	n. 肺, 肺脏, 空地\n[医] 肺	n.	3808	3247		s:lungs/i:lunging	ecdict_complete	
highlight	'hailait	n. 加亮区, 精彩场面\nvt. 加亮, 使显著, 以强光照射, 突出\n[计] 突出	n.	2853	3369		d:highlighted/s:highlights/3:highlights/p:highlighted/i:highlighting	ecdict_complete	
substitute	'sʌbstitju:t	n. 代理, 代理人, 代用品, 代替者, 代替物\nvt. 代替\nvi. 替代, 取代, 代用\na. 代替的, 代用的, 代用品的\n[计] 置换 / 替代	n.	4548	5613		s:substitutes/d:substituted/i:substituting/p:substituted/3:substitutes	ecdict_complete	
inclusion	in'kluʒәn	n. 包含, 内含物\n[计] 蕴含	n.	5156	5409		s:inclusions	ecdict_complete	
hopefully	'hәjpfjli	adv. 有希望地, 如果希望能实现的话	adv.	3650	4012			ecdict_complete	
brilliant	'briljәnt	a. 光辉的, 灿烂的, 有才气的\n[机] 亮的	a.	2429	3159		s:brilliants	ecdict_complete	
turner	'tә:nә	n. 车工, 体育协会会员	n.	5082	0		s:turners	ecdict_complete	
sucking	'sʌkiŋ	a. 吸奶的, 授乳的, 尚未断奶的, 乳臭未干的\n[医] 吮, 吸 / 吮的, 吮乳的	a.	38595	26386		0:suck/1:i/i:sucking	ecdict_complete	
cents	sents	n. 分, 一分钱的硬币( cent的复数形式 )	n.	0	0		0:cent/1:s	ecdict_complete	
gel	dʒel	n. 胶化体, 凝胶\nvi. 胶化, 成凝胶状\n[计] 通用仿真语言	n.	6760	8747		s:gels/i:gelling/p:gelled/3:gels/d:gelled	ecdict_complete	
todd	tɔd	n. 托德（姓氏, 英国化学家, 曾获1957年诺贝尔化学奖）	n.	10393	0			ecdict_complete	
spoken	'spәukәn	a. 口头讲的, 口语的\nspeak的过去分词	a.	6629	11639		0:speak/1:d/d:spoken	ecdict_complete	
omega	'әumigә	n. 希腊字母的最后一个字, 终了, 最后\n[医] ω(希腊文第二十四个字母)	n.	22650	23100			ecdict_complete	
civic	'sivik	a. 市的, 市民的, 公民的\n[法] 公民的, 市民的, 公民资格的	a.	5715	3970		s:civics	ecdict_complete	
termination	.tә:mi'neiʃәn	n. 终止, 结束, 结果, 词尾\n[化] 终止	n.	8066	10020		s:terminations	ecdict_complete	
saver	'seivә	n. 节省...的器具, 节约装置, 省俭的人\n[化] 回收器 / 收集器	n.	10416	15278		s:savers	ecdict_complete	
thereof	.ðєәr'ɒv	adv. 在其中, 关于..., 由此\n[法] 由是, 由此, 属于它的	adv.	8952	12522			ecdict_complete	
grill	gril	n. 烤架, 铁格子, 烤肉\nv. 烧, 烤, 严加盘问, 给...装栅栏	n.	9117	5395		i:grilling/s:grills/d:grilled/p:grilled/3:grills	ecdict_complete	
households	'haʊshəʊldz	n. 同住在一所房子里的人, 一家人, 户( household的名词复数 )	n.	0	0		0:household/1:s	ecdict_complete	
redeem	ri'di:m	vt. 赎回, 挽回, 恢复, 偿还, 补偿\n[经] 履行(契约), 买回, 赎回	vt.	8505	9250		d:redeemed/p:redeemed/i:redeeming/3:redeems	ecdict_complete	
rogers	'rɔdʒәz, 'rәudʒәz	n. 罗杰斯（姓氏）；乐爵士（英国一家音箱生产厂）	n.	7227	0			ecdict_complete	
grain	grein	n. 谷粒, 颗粒, 谷类, 纹理, 本质\nv. (使)成谷粒	n.	3226	3222		s:grains/d:grained/p:grained/i:graining/3:grains	ecdict_complete	
authentic	ɒ:'θentik	a. 可靠的, 可信的, 真正的\n[法] 被认证的, 确认的, 可信的	a.	6476	5000		s:authentics	ecdict_complete	
regime	rei'ʒi:m	n. 政权, 当权期间, 政体, 社会制度, 体制, 情态\n[医] 制度, 生活制度	n.	2191	1848		s:regimes	ecdict_complete	
wishes	wiʃiz	n. （书信或贺卡等中的）祝愿( wish的名词复数 ) / 渴望 / 希望的事 / 许愿\nv. <正>希望, 想要, 但愿( wish的第三人称单数 ) / 祝愿 / 盼望, 企求, 想要	n.	0	0		0:wish/1:3s	ecdict_complete	
bull	bul	n. 公牛\n[法] 买方, 买空者	n.	5006	4207		s:bulls/i:bulling/p:bulled/3:bulls/d:bulled	ecdict_complete	
montgomery	mәnt'^ʌmәri	n. 蒙哥马利（姓氏）；蒙哥马利（英国郡名）	n.	8229	0			ecdict_complete	
architectural	.ɑ:ki'tektʃәrәl	a. 有关建筑的, 建筑学的	a.	5089	5276			ecdict_complete	
louisville	'lu(:)ivil	n. 路易斯维尔（美国肯塔基州城市）	n.	40204	0			ecdict_complete	
depend	di'pend	vi. 靠, 视...而定, 信赖	vi.	987	1475		3:depends/i:depending/p:depended/d:depended	ecdict_complete	
differ	'difә	vi. 不一致, 不同\n[机] 差异, 不同	vi.	2552	2990		3:differs/p:differed/i:differing/d:differed	ecdict_complete	
ranging	'reindʒiŋ	n. 距离修正, 广泛搜索	n.	19654	30531		0:range/1:i/i:ranging	ecdict_complete	
breath	breθ	n. 呼吸, 气息, 瞬间\n[医] 呼气, 呵气, 口气, 呼吸	n.	1768	1628		s:breaths	ecdict_complete	
virtually	'vә:tʃuәli	adv. 事实上	adv.	2034	2046			ecdict_complete	
cole	kәul	n. 芸苔属植物, 海甘蓝	n.	8978	0		s:coles	ecdict_complete	
mart	mɑ:t	n. 商业中心, 市场\n[经] 商业中心, 市场	n.	33925	24345		s:marts	ecdict_complete	
candle	'kændl	n. 蜡烛\nvt. 对着光检查	n.	4173	3928		s:candles/i:candling/p:candled/3:candles/d:candled	ecdict_complete	
hanging	'hæŋiŋ	n. 绞死, 绞杀, 悬挂\n[法] 绞刑, 绞死	n.	9498	9375		0:hang/1:i/i:hanging/s:hangings	ecdict_complete	
colored	'kʌlәd	a. 染色的\n[建] 有色的	a.	48423	5142		0:colore/1:dp/p:colored	ecdict_complete	
authorization	.ɒ:θәrai'zeiʃәn	n. 授权, 许可\n[经] 授权, 许可, 批准	n.	16170	9750		s:authorizations	ecdict_complete	
tale	teil	n. 故事, 谎言, 谣言, 陈述, 叙述\n[法] 虚语, 诽语, 谣言	n.	2493	2239		s:tales	ecdict_complete	
verified	'verifaid	a. 已查清的, 已证实的	a.	0	31014		0:verify/1:dp/d:verified/p:verified	ecdict_complete	
formerly	'fɒ:mәli	adv. 从前, 以前	adv.	3584	4684			ecdict_complete	
projector	prә'dʒektә	n. 计划人, 发起人, 规划人, 放映机, 映画器, 幻灯机, 幻灯, 探照灯, 发射器\n[计] 投影仪	n.	15105	10289		s:projectors	ecdict_complete	
situated	'sitjueitid	a. 位于...的, 坐落在...的, 处于某种境地的\n[法] 坐落...的, 位于...的, 处于某种境地的	a.	0	35216		1:dp/0:situate/d:situated	ecdict_complete	
comparative	kәm'pærәtiv	a. 比较的, 相对的\nn. 对手	a.	4586	6267		s:comparatives	ecdict_complete	
seeks	si:ks	v. 寻找, 探寻( seek的第三人称单数 ) / 企图 / 试图 / 探索	v.	0	0		0:seek/1:3	ecdict_complete	
herbal	'hә:bәl	a. 草药的\n[医] 本草书	a.	15287	9052		s:herbals	ecdict_complete	
loving	'lʌviŋ	a. 亲爱的, 钟情的, 忠诚的	a.	6024	5168		0:love/1:i/i:loving/s:lovings	ecdict_complete	
strictly	'striktli	adv. 严格地, 确实地	adv.	3514	4544			ecdict_complete	
stanley	'stænli	n. 斯坦利（男子名）	n.	4560	0			ecdict_complete	
psychological	.saikә'lɒdʒikәl	a. 心理学的, 精神上的, 心灵的\n[法] 心理上的, 心理学的	a.	2836	2361			ecdict_complete	
surprised	sә'praizd	a. 感到惊讶的	a.	1928	1920		0:surprise/1:pd/p:surprised/d:surprised	ecdict_complete	
retailer	'ri:teilә	n. 零售商人, 传播的人\n[经] 零售商	n.	4649	4511		s:retailers	ecdict_complete	
vitamins	vaɪtəmɪnz	n. 维生素（ vitamin的复数形式 ）	n.	0	0		0:vitamin/1:s	ecdict_complete	
elegant	'eligәnt	a. 优雅的, 端庄的, 高雅的	a.	3833	3942			ecdict_complete	
gains	ɡeinz	n. 收益；利益；腰槽；榫眼（gain的复数）	n.	0	0		0:gain/1:s3	ecdict_complete	
renewal	ri'nju:әl	n. 更新, 革新, 复兴, 恢复, 修补, 补充, 继续, 重订, 重申, 续借\n[经] 更新, 换新, 重申	n.	5366	6501		s:renewals	ecdict_complete	
genealogy	.dʒi:ni'ælәdʒi	n. 系谱, 宗谱, 家系, 世系, 血统\n[医] 家系, 血统, 家系学	n.	22917	14582		s:genealogies	ecdict_complete	
opposed	ә'pәuzd	a. 反对的, 敌对的, 对抗的, 相对的\n[机] 反对的, 相反的, 对立的	a.	7018	4175		0:oppose/1:dp/p:opposed/d:opposed	ecdict_complete	
deemed	di:md	v. 认为, 相信( deem的过去式和过去分词 ) / 想	v.	0	0		0:deem/1:dp	ecdict_complete	
expenditure	ik'spenditʃә	n. 开支, 费用, 用光, 消费额\n[经] 支出, 费用, 消费	n.	1658	5170		s:expenditures	ecdict_complete	
panties	'pænti	n. 女式短裤	n.	0	12305		0:panty/1:s	ecdict_complete	
brooklyn	'bruklin	n. 布鲁克林区(纽约行政区)	n.	15863	0			ecdict_complete	
liverpool	'livәpu:l	n. 利物浦	n.	1713	0			ecdict_complete	
oo	'әu'әu	abbr. 面向对象程式设计（Object Oriented）；已订购而尚未交货的（on order）	abbr.	24561	26718		s:oos	ecdict_complete	
madrid	mә'drid	n. 马德里	n.	6216	0			ecdict_complete	
similarly	'similәli	adv. 相像地, 类似于	adv.	2024	2792			ecdict_complete	
margin	'mɑ:dʒin	n. 页边的空白, 边缘, 界限, 余裕, 差数, 差额, 保证金\nvt. 加边于, 加旁注于\n[计] 页边距	n.	2962	3308		s:margins	ecdict_complete	
coin	kɒin	n. 硬币, 金钱, 货币\nvt. 铸币, 创造, 杜撰	n.	2964	4376		s:coins/p:coined/d:coined/i:coining/3:coins	ecdict_complete	
solely	'sәulli	adv. 仅仅, 单独地	adv.	3992	4671			ecdict_complete	
fake	feik	n. 假货, 欺骗, 诡计\na. 假的\nvt. 假造, 仿造\nvi. 伪装	n.	9663	5098		s:fakes/i:faking/p:faked/d:faked/3:fakes	ecdict_complete	
